Id,MSSubClass,MSZon0ng,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,Ce0tralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,Garage6ish,GarageCars,GarageArea,GarageQual,GarageCond,1avedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1337,90,6,87,9246,1,1,2,10,10,1,10,8,5,3,0,5,5,1973,1973,1,1,11,11,2,564,6,6,2,6,6,4,3,0,3,0,1656,1656,2,6,5,10,1656,0,0,1656,0,0,2,0,4,2,6,8,10,0,0,2,2,2,506,6,6,2,0,211,0,0,0,0,0,0,0,0,11,2008,1,10,135000
1339,60,6,95,13450,1,1,2,10,10,2,10,5,5,4,4,7,5,2002,2002,1,1,15,15,0,0,8,6,3,8,6,4,10,700,3,0,216,916,2,10,5,10,920,941,0,1861,1,0,2,1,3,1,8,8,10,0,0,5,4,2,492,6,6,2,146,91,0,0,0,0,0,0,0,0,6,2006,1,10,200000
1340,20,6,120,9560,1,1,2,10,10,2,10,5,5,4,0,5,7,1972,1972,3,1,9,9,0,0,6,8,2,6,6,6,4,360,3,0,504,864,2,10,5,10,864,0,0,864,0,0,1,0,3,1,6,5,10,0,0,8,4,1,288,6,6,2,0,0,0,0,0,0,0,0,0,0,6,2006,1,10,128500
1341,20,6,70,8294,1,1,1,10,10,1,10,5,5,4,0,4,5,1971,1971,1,1,9,9,0,0,6,6,2,6,6,4,3,0,3,0,858,858,2,6,5,10,872,0,0,872,0,0,1,0,3,1,6,5,10,0,0,2,2,4,480,6,6,2,0,0,0,0,0,0,0,7,0,0,6,2007,1,10,123000
1342,20,6,66,13695,1,1,1,10,10,1,10,0,5,4,0,6,5,2003,2004,1,1,15,15,0,0,6,6,3,8,6,4,10,814,3,0,300,1114,2,10,5,10,1114,0,0,1114,1,0,1,0,3,1,8,6,10,0,0,2,2,2,576,6,6,2,0,78,0,0,0,0,0,0,0,0,7,2008,1,10,155000
1343,60,6,0,9375,1,1,1,10,10,1,10,5,5,4,4,8,5,2002,2002,1,1,15,15,2,149,8,6,3,8,6,4,3,0,3,0,1284,1284,2,10,5,10,1284,885,0,2169,0,0,2,1,3,1,8,7,10,1,8,8,4,2,647,6,6,2,192,87,0,0,0,0,0,0,0,0,8,2007,1,10,228500
1344,50,6,57,7558,1,1,1,5,10,1,10,5,5,4,3,6,6,1928,1950,1,1,4,13,0,0,6,6,1,6,6,4,3,0,3,0,896,896,2,8,5,10,1172,741,0,1913,0,0,1,1,3,1,6,9,10,1,6,2,2,2,342,4,4,2,0,0,0,0,0,0,0,0,0,0,3,2009,1,10,177000
1345,60,6,85,11103,1,1,2,10,10,2,10,5,5,4,4,7,5,2006,2006,1,1,15,15,0,0,8,6,3,8,6,4,3,0,3,0,728,728,2,10,5,10,728,728,0,1456,0,0,2,1,3,1,8,8,10,1,6,8,6,2,440,6,6,2,0,0,0,0,0,0,0,0,0,0,7,2007,2,2,155835
1347,20,6,0,20781,1,1,3,10,10,5,10,9,5,4,0,7,7,1968,2003,3,1,4,7,0,0,6,6,2,6,6,4,6,297,4,68,1203,1568,2,6,5,10,2156,0,0,2156,0,0,2,0,3,1,6,9,10,1,8,8,4,2,508,8,6,2,0,80,0,290,0,0,0,0,0,0,6,2006,1,10,262500
1348,20,6,93,15306,1,1,2,2,10,2,10,5,5,4,0,8,5,2006,2007,1,1,15,15,3,100,8,6,3,10,6,10,10,80,3,0,1652,1732,2,10,5,10,1776,0,0,1776,1,0,2,0,3,1,8,7,10,1,8,8,6,3,712,6,6,2,0,0,0,0,0,0,0,0,0,0,5,2007,2,2,283463
1349,20,6,0,16196,1,1,4,3,10,1,10,5,5,4,0,7,5,1998,1998,1,1,15,15,0,0,8,6,3,8,6,10,10,1443,3,0,39,1482,2,10,5,10,1494,0,0,1494,1,0,2,0,3,1,8,5,10,1,4,8,4,2,514,6,6,2,402,25,0,0,0,0,0,0,0,0,8,2007,1,10,215000
1350,70,4,50,5250,1,5,1,10,10,1,10,5,5,4,4,8,5,1872,1987,1,1,9,9,0,0,6,8,1,6,4,4,2,259,3,0,425,684,4,4,0,10,938,1215,205,2358,0,0,2,0,4,1,6,8,10,0,0,0,0,0,0,0,0,2,0,54,20,0,0,0,0,0,0,0,12,2008,1,10,122000
1351,90,6,91,11643,1,1,1,10,10,1,10,10,5,3,4,5,5,1969,1969,1,1,9,9,2,368,6,6,2,6,6,4,2,500,3,0,748,1248,2,6,5,10,1338,1296,0,2634,1,1,2,2,6,2,6,12,10,0,0,2,2,4,968,6,6,2,0,0,0,0,0,0,0,0,0,0,8,2009,1,10,200000
1352,60,6,70,9247,1,1,2,10,10,1,10,5,5,4,4,6,6,1962,1962,1,1,7,7,2,318,6,6,2,6,6,4,4,319,3,0,539,858,2,10,5,10,858,858,0,1716,0,0,1,1,4,1,6,8,10,1,8,8,6,2,490,6,6,2,0,84,0,0,120,0,0,0,0,0,3,2008,1,10,171000
1353,50,4,50,6000,1,1,1,10,10,1,10,5,5,4,3,6,9,1937,2000,1,1,9,9,0,0,8,6,1,6,6,4,3,0,3,0,698,698,2,6,5,10,786,390,0,1176,0,0,1,0,2,1,6,4,10,0,0,2,2,2,624,6,6,0,210,0,0,0,0,0,0,0,0,0,7,2009,1,10,134900
1354,50,6,56,14720,1,1,2,10,10,5,10,5,5,4,3,8,5,1995,1996,3,1,15,15,2,579,8,6,3,8,6,8,10,816,3,0,1217,2033,2,10,5,10,2053,1185,0,3238,1,0,2,1,4,1,8,9,10,1,10,8,6,3,666,6,6,2,283,86,0,0,0,0,0,0,0,0,3,2010,1,10,410000
1355,60,6,0,10316,1,1,2,10,10,1,10,5,5,4,4,7,5,2000,2000,1,1,15,15,0,0,8,6,3,8,6,4,10,735,3,0,257,992,2,10,5,10,992,873,0,1865,1,0,2,1,3,1,8,7,10,1,6,8,4,3,839,6,6,2,0,184,0,0,0,0,0,0,0,0,6,2008,1,10,235000
1356,80,6,102,10192,1,1,2,10,10,1,10,5,5,4,2,7,6,1968,1992,1,1,9,9,2,143,6,6,2,6,6,4,3,0,3,0,570,570,2,8,5,10,1222,698,0,1920,0,0,3,0,4,1,8,8,10,1,6,8,4,2,487,6,6,2,0,98,0,0,0,0,0,10,0,0,9,2006,1,10,170000
1357,20,6,0,9477,1,1,1,10,10,2,10,5,5,4,0,5,5,1966,1966,1,1,7,7,2,65,6,6,2,6,6,4,4,340,3,0,524,864,2,6,5,10,892,0,0,892,0,0,1,0,3,1,6,5,10,0,0,8,4,1,264,6,6,2,0,0,0,0,0,0,0,7,0,0,10,2008,1,10,110000
1358,20,6,0,12537,1,1,2,10,10,5,10,5,5,4,0,5,6,1971,2008,1,1,15,15,0,0,6,6,2,6,6,4,10,734,3,0,344,1078,2,10,5,10,1078,0,0,1078,1,0,1,1,3,1,6,6,10,1,4,8,6,2,500,6,6,2,0,0,0,0,0,0,0,0,0,0,4,2010,1,10,149900
1359,160,10,0,2117,1,1,1,10,10,1,10,5,5,2,4,6,5,2000,2000,1,1,9,9,2,216,8,6,3,8,6,4,10,378,3,0,378,756,2,10,5,10,769,804,0,1573,0,0,2,1,3,1,8,5,10,0,0,2,2,2,440,6,6,2,0,32,0,0,0,0,0,0,0,0,6,2010,1,10,177500
1360,20,6,129,16737,1,1,1,10,10,10,10,5,5,4,0,9,5,2004,2005,3,1,15,15,2,66,8,6,3,10,6,8,10,1447,3,0,533,1980,2,10,5,10,1980,0,0,1980,1,0,2,0,3,1,10,8,10,1,8,8,6,3,770,6,6,2,194,45,0,0,0,0,0,0,0,0,9,2006,1,10,315000
1361,70,6,51,9842,1,1,1,10,10,1,10,8,5,4,4,5,6,1921,1998,1,1,9,16,0,0,6,6,1,6,4,4,3,0,3,0,612,612,2,10,5,10,990,1611,0,2601,0,0,3,1,4,1,6,8,10,0,0,5,4,2,621,6,6,2,183,0,301,0,0,0,0,0,0,0,5,2008,1,10,189000
1362,20,6,124,16158,1,1,2,3,10,1,5,5,5,4,0,7,5,2005,2005,3,1,15,15,3,16,8,6,3,10,6,8,8,1274,3,0,256,1530,2,10,5,10,1530,0,0,1530,1,0,2,0,3,1,8,7,10,1,8,8,6,2,430,6,6,2,168,36,0,0,0,0,0,0,0,0,6,2009,1,10,260000
1363,50,6,0,12513,1,1,2,10,10,7,10,8,5,4,3,4,4,1920,2007,1,1,15,15,0,0,6,8,1,6,4,4,3,0,3,0,715,715,2,8,5,10,1281,457,0,1738,0,0,2,0,4,1,6,7,10,1,8,8,2,1,368,6,6,2,55,0,0,0,0,0,0,0,0,0,6,2009,1,10,104900
1364,60,6,73,8499,1,1,2,10,10,1,10,5,5,4,4,6,5,2006,2007,1,1,15,15,0,0,6,6,3,8,6,4,3,0,3,0,616,616,2,10,5,10,616,796,0,1412,0,0,2,1,3,1,8,6,10,1,8,5,6,2,432,6,6,2,0,36,0,0,0,0,0,0,0,0,3,2007,2,2,156932
1365,160,10,30,3180,1,5,1,10,10,1,10,5,5,2,4,7,5,2005,2005,1,1,9,9,0,0,8,6,3,8,6,4,3,0,3,0,600,600,2,10,5,10,520,600,80,1200,0,0,2,1,2,1,8,4,10,0,0,2,4,2,480,6,6,2,0,166,0,0,0,0,0,0,0,0,4,2006,1,0,144152
1366,60,10,0,7500,1,1,1,10,10,1,10,5,5,4,4,7,5,2000,2000,1,1,15,15,0,0,8,6,3,8,6,4,10,533,3,0,281,814,2,10,5,10,814,860,0,1674,1,0,2,1,3,1,8,7,10,0,0,8,4,2,663,6,6,2,0,96,0,0,0,0,0,0,0,0,1,2010,1,10,216000
1367,60,6,68,9179,1,1,2,10,10,1,10,5,5,4,4,7,5,1999,1999,1,1,15,15,2,158,8,6,3,8,6,4,10,633,3,0,240,873,2,10,5,10,882,908,0,1790,1,0,2,1,3,1,8,7,10,0,0,8,4,2,588,6,6,2,0,88,0,0,0,0,0,0,0,0,6,2008,1,0,193000
1368,160,4,41,2665,1,1,1,10,10,1,10,5,5,2,4,5,6,1977,1977,1,1,6,8,0,0,6,6,3,6,6,4,8,548,4,173,36,757,2,10,5,10,925,550,0,1475,0,0,2,0,4,1,6,6,10,1,6,8,4,1,336,6,6,2,104,26,0,0,0,0,0,0,0,0,7,2006,1,10,127000
1369,120,4,0,4435,1,1,1,10,10,1,10,5,5,2,0,6,5,2003,2004,1,1,15,15,2,170,8,6,3,8,6,8,10,685,3,0,163,848,2,10,5,10,848,0,0,848,1,0,1,0,1,1,8,4,10,0,0,8,6,2,420,6,6,2,140,0,0,0,0,0,0,0,0,0,6,2009,1,10,144000
1370,20,6,48,10635,1,1,3,10,10,7,10,5,5,4,0,8,5,2003,2003,3,1,15,15,2,171,8,6,3,8,6,8,6,370,10,972,315,1657,2,10,5,10,1668,0,0,1668,1,0,2,0,3,1,8,8,10,1,6,8,6,2,502,6,6,2,0,262,0,0,0,0,0,0,0,0,5,2010,1,10,232000
1371,50,6,90,5400,1,1,1,10,10,2,10,10,5,4,3,4,6,1920,1950,1,1,5,5,0,0,4,6,3,6,6,4,8,315,4,105,420,840,2,10,5,10,840,534,0,1374,0,0,1,0,2,1,6,6,10,0,0,2,6,1,338,6,6,2,0,0,198,0,0,0,0,0,0,0,10,2009,1,10,105000
1372,80,6,80,9600,1,1,1,10,10,1,10,5,5,4,2,6,6,1955,1996,3,1,1,1,0,0,6,6,2,6,6,8,6,831,3,0,161,992,2,8,5,10,1661,0,0,1661,1,0,1,0,3,1,8,8,10,1,6,5,4,1,377,6,6,2,0,28,0,0,178,0,0,5,0,0,10,2008,1,10,165500
1373,60,6,75,9750,1,1,1,10,10,2,10,5,5,4,4,7,6,1998,1998,1,1,15,15,0,0,6,6,3,8,6,8,10,975,3,0,133,1108,2,10,5,10,1108,989,0,2097,1,0,2,1,3,1,8,8,10,1,6,2,4,2,583,6,6,2,253,170,0,0,0,0,0,0,0,0,6,2006,1,10,274300
1374,20,6,0,11400,1,1,1,10,10,1,10,5,5,4,0,10,5,2001,2002,3,1,15,15,2,705,10,6,3,10,6,10,10,1282,3,0,1351,2633,2,10,5,10,2633,0,0,2633,1,0,2,1,2,1,10,8,10,2,8,8,4,3,804,6,6,2,314,140,0,0,0,0,0,0,0,0,3,2007,1,10,466500
1375,60,10,85,10625,1,1,1,10,10,1,10,5,5,4,4,7,5,2005,2005,1,1,6,8,0,0,8,6,3,8,6,4,3,0,3,0,1026,1026,2,10,5,10,1026,932,0,1958,0,0,2,1,3,1,8,9,10,1,8,8,6,3,936,6,6,2,154,210,0,0,0,0,0,0,0,0,7,2008,1,10,250000
1376,20,6,89,10991,1,1,2,2,10,1,10,5,5,4,0,8,5,2007,2007,1,1,15,15,2,80,8,6,3,8,6,10,3,0,3,0,1571,1571,2,10,5,10,1571,0,0,1571,0,0,2,0,3,1,8,7,10,1,8,8,6,3,722,6,6,2,100,36,0,0,0,0,0,0,0,0,12,2007,2,2,239000
1377,30,6,52,6292,1,1,1,5,10,1,10,5,5,4,0,6,5,1930,1950,1,1,16,16,0,0,6,6,1,8,6,6,4,384,3,0,384,768,2,6,0,10,790,0,0,790,0,0,1,0,2,1,6,4,10,0,0,2,2,1,160,4,6,2,0,141,0,0,0,0,0,0,0,0,4,2008,1,10,91000
1378,50,6,60,10998,1,3,1,10,10,1,10,5,5,4,3,5,5,1941,1960,1,1,16,16,0,0,6,6,2,6,6,4,2,408,6,420,156,984,2,10,5,10,984,620,0,1604,0,0,2,0,3,1,6,6,8,0,0,2,2,2,660,6,6,2,0,68,0,0,0,0,0,0,0,0,7,2009,1,10,117000
1379,160,4,21,1953,1,1,1,10,10,1,10,5,5,2,4,6,5,1973,1973,1,1,7,7,2,408,6,6,2,6,4,4,6,309,3,0,174,483,2,6,5,10,483,504,0,987,0,0,1,1,2,1,6,5,10,0,0,2,2,1,264,6,6,2,72,0,0,0,0,0,0,0,0,0,6,2006,1,10,83000
1382,20,6,0,12925,1,1,2,10,10,2,10,5,5,4,0,6,7,1970,1970,1,1,4,11,0,0,6,6,2,6,6,6,6,865,3,0,340,1205,2,10,5,10,2117,0,0,2117,0,0,2,1,4,1,6,7,10,2,8,8,6,2,550,6,6,2,0,42,0,0,0,0,0,0,0,0,5,2008,1,10,237500
1383,70,4,60,7200,1,1,1,10,10,2,10,5,5,4,4,7,7,1920,1950,3,1,16,16,0,0,6,6,1,4,6,4,3,0,3,0,596,596,2,10,5,10,998,764,0,1762,1,0,1,1,4,1,8,8,10,0,0,2,2,2,576,6,6,0,36,0,221,0,0,0,0,0,0,0,10,2006,1,10,157000
1384,30,6,0,25339,1,1,1,10,10,1,10,5,5,4,0,5,7,1918,2007,1,1,16,16,0,0,6,8,1,6,6,4,3,0,3,0,816,816,2,10,5,10,1416,0,0,1416,0,0,2,0,3,1,8,7,10,0,0,8,2,2,576,6,6,0,0,0,112,0,0,0,0,0,0,0,8,2007,1,10,112000
1385,50,6,60,9060,1,1,1,10,10,1,10,5,5,4,3,6,5,1939,1950,1,1,17,18,0,0,6,6,1,6,6,6,4,204,3,0,356,560,2,6,5,10,698,560,0,1258,0,0,1,0,2,1,6,6,10,0,0,2,2,1,280,6,6,1,0,0,0,0,0,0,0,5,0,0,10,2009,1,10,105000
1386,50,4,40,5436,1,1,1,10,10,1,10,5,5,4,3,4,8,1922,2007,1,1,15,15,0,0,6,8,1,6,6,4,6,735,3,0,61,796,2,8,5,10,796,358,0,1154,1,0,1,0,3,1,8,7,10,0,0,2,2,1,240,6,6,0,0,96,0,0,0,0,0,5,0,0,5,2010,1,10,125500
1388,50,4,60,8520,1,3,1,10,10,1,10,10,5,4,3,6,7,1916,1950,1,1,14,14,0,0,6,8,1,6,6,4,4,168,2,546,0,714,3,6,0,10,1664,862,0,2526,0,0,2,0,5,1,8,10,10,1,8,2,2,1,216,6,6,2,88,15,0,0,0,0,0,7,0,0,8,2007,8,7,136000
1389,20,6,42,14892,1,1,2,2,10,5,10,5,5,4,0,9,5,2006,2007,1,1,15,15,3,160,10,6,3,10,6,10,10,1320,3,0,426,1746,2,10,5,10,1746,0,0,1746,1,0,2,0,3,1,10,7,10,2,8,8,6,3,758,6,6,2,201,39,0,0,0,0,0,0,0,0,10,2009,1,10,377500
1390,50,4,60,6000,1,1,1,10,10,1,10,5,5,4,3,6,6,1941,1950,1,1,16,16,0,0,6,8,1,6,8,4,8,375,3,0,360,735,2,10,5,10,869,349,0,1218,0,1,1,0,3,1,6,6,10,1,8,2,2,2,440,6,6,2,0,0,0,0,0,0,0,0,0,0,3,2007,1,10,131000
1391,20,6,70,9100,1,1,1,10,10,1,10,5,5,4,0,7,5,2000,2000,1,1,15,15,2,244,8,6,3,8,6,8,10,1400,3,0,125,1525,2,10,5,10,1525,0,0,1525,1,0,2,0,3,1,8,6,10,0,0,8,4,2,541,6,6,2,219,36,0,0,0,0,0,0,0,0,9,2006,1,10,235000
1392,90,6,65,8944,1,1,1,10,10,1,10,5,5,3,0,5,5,1967,1967,1,1,11,11,0,0,6,6,2,6,6,4,3,0,3,0,1584,1584,2,6,5,10,1584,0,0,1584,0,0,2,0,4,2,6,8,6,0,0,2,2,3,792,6,6,2,0,152,0,0,0,0,0,0,0,0,4,2009,1,10,124000
1393,85,6,68,7838,1,1,1,10,10,1,10,5,5,4,2,5,5,1967,1967,1,1,7,7,0,0,6,6,2,6,6,8,8,769,3,0,95,864,2,6,5,10,900,0,0,900,1,0,1,0,3,1,6,6,10,1,2,8,4,1,288,6,6,2,175,144,0,0,0,0,0,3,0,0,12,2006,1,10,123000
1394,190,4,60,10800,1,5,1,10,10,1,10,5,5,5,3,6,7,1905,2000,1,1,16,16,0,0,6,6,1,4,6,4,3,0,3,0,482,482,2,10,0,10,1221,691,0,1912,0,0,2,0,3,2,6,7,10,1,6,2,2,2,672,8,6,2,0,25,212,0,0,0,0,0,0,0,4,2008,1,10,163000
1395,120,6,53,4045,1,1,1,10,10,1,10,5,5,2,0,7,5,2006,2006,3,1,15,15,2,45,8,6,3,8,6,8,10,1070,3,0,286,1356,2,10,5,10,1500,0,0,1500,1,0,2,0,2,1,8,6,10,1,8,8,6,3,648,6,6,2,161,20,0,0,0,0,0,0,0,0,10,2006,2,2,246578
1396,60,6,88,12665,1,1,2,10,10,1,10,5,5,4,4,8,5,2005,2006,3,1,15,15,2,245,8,6,3,8,8,10,3,0,3,0,1094,1094,2,10,5,10,1133,1349,0,2482,0,0,2,1,4,1,8,9,10,1,8,5,6,3,642,6,6,2,144,39,0,0,0,0,0,0,0,0,2,2007,1,10,281213
1397,20,6,0,57200,1,1,2,5,10,1,0,5,5,4,0,5,5,1948,1950,1,1,16,16,0,0,6,6,2,6,6,8,6,353,4,334,60,747,2,6,5,10,1687,0,0,1687,1,0,1,0,3,1,6,7,8,2,6,2,2,2,572,6,6,0,0,0,50,0,0,0,0,0,0,0,6,2010,1,10,160000
1398,70,4,51,6120,1,1,1,10,10,1,10,5,5,4,4,5,8,1920,2004,1,1,9,9,0,0,6,6,1,6,6,6,3,0,3,0,939,939,2,10,5,10,939,574,0,1513,0,0,1,1,4,1,6,8,10,0,0,2,2,1,180,4,4,0,24,0,150,0,0,0,0,0,0,0,5,2007,1,10,137500
1400,50,6,51,6171,1,1,1,10,10,1,10,5,5,4,3,6,6,1925,1990,1,1,17,18,0,0,6,6,1,6,6,4,6,264,3,0,712,976,2,10,5,10,1160,448,0,1608,0,0,2,1,3,1,8,7,10,1,8,2,2,1,216,4,6,2,147,16,0,0,0,0,0,5,0,0,10,2009,1,10,137450
1401,50,4,50,6000,1,1,1,10,10,2,10,5,5,4,3,6,7,1929,1950,1,1,17,18,0,0,6,6,1,6,6,4,3,0,3,0,862,862,2,6,5,10,950,208,0,1158,0,0,1,0,3,1,6,5,10,1,8,5,4,1,208,6,6,2,0,0,112,0,0,0,0,0,0,0,7,2008,1,10,120000
1402,60,6,62,7415,1,1,2,10,10,1,10,5,5,4,4,6,5,2004,2004,1,1,15,15,0,0,6,6,3,6,6,4,10,759,3,0,80,839,2,10,5,10,864,729,0,1593,1,0,2,1,3,1,6,8,10,1,6,8,6,2,398,6,6,2,100,75,0,0,0,0,0,0,0,0,4,2008,1,10,193000
1403,20,6,64,6762,1,1,1,10,10,1,10,5,5,4,0,7,5,2006,2006,1,1,15,15,0,0,8,6,3,8,8,8,3,0,3,0,1286,1286,2,10,5,10,1294,0,0,1294,0,0,2,0,2,1,8,6,10,1,8,8,4,2,662,6,6,2,168,55,0,0,0,0,0,0,0,0,7,2006,2,2,193879
1404,20,6,49,15256,1,1,2,10,10,5,10,0,5,4,0,8,5,2007,2007,1,1,15,15,3,84,8,6,3,8,6,10,10,929,3,0,556,1485,2,10,5,10,1464,0,0,1464,1,0,2,0,3,1,8,6,10,0,0,8,2,3,754,6,6,2,168,160,0,0,0,0,0,0,0,0,8,2007,1,10,282922
1405,50,6,60,10410,1,3,1,10,10,2,10,10,5,4,3,3,4,1915,1950,1,1,16,16,0,0,6,6,3,6,6,4,3,0,3,0,672,672,2,6,5,10,694,520,0,1214,0,0,1,0,3,1,6,6,10,0,0,2,2,3,936,6,6,2,216,0,160,0,0,0,0,5,0,0,1,2006,1,7,105000
1406,120,4,44,3842,1,1,2,2,10,1,5,5,5,2,0,8,5,2004,2005,3,1,6,8,3,174,8,6,3,10,6,10,10,1373,3,0,221,1594,2,10,5,10,1646,0,0,1646,1,1,2,0,2,1,8,5,10,1,8,8,6,2,482,6,6,2,128,53,0,0,155,0,0,0,0,0,1,2008,1,10,275000
1407,85,6,70,8445,1,1,1,10,10,2,10,5,5,4,2,5,7,1972,2007,1,1,7,18,0,0,6,6,2,8,6,8,10,656,3,0,112,768,2,6,5,10,768,0,0,768,1,0,1,0,2,1,6,5,10,0,0,2,2,2,396,6,6,2,58,0,0,0,0,0,0,5,0,0,3,2009,1,10,133000
1408,20,6,0,8780,1,1,2,10,10,2,10,5,5,4,0,5,5,1985,1985,1,1,7,11,0,0,6,6,2,6,6,4,8,625,3,0,208,833,2,10,5,10,833,0,0,833,1,0,1,0,3,1,6,5,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,3,2009,1,10,112000
1409,70,4,60,7740,1,1,1,10,10,1,10,5,5,4,4,4,7,1910,1950,1,1,15,15,0,0,6,6,2,4,6,4,3,0,3,0,622,622,2,8,5,10,741,622,0,1363,0,0,1,0,3,1,6,6,10,0,0,2,2,2,528,6,6,2,0,0,0,0,168,0,0,0,0,0,6,2010,1,10,125500
1410,60,6,46,20544,1,1,2,10,10,5,10,5,5,4,4,7,6,1986,1991,1,1,11,11,2,123,6,8,2,8,6,4,3,0,3,0,791,791,2,8,5,10,1236,857,0,2093,0,0,2,1,3,1,6,7,10,1,6,8,6,2,542,6,6,2,364,63,0,0,0,0,0,5,0,0,11,2008,1,10,215000
1411,60,6,79,12420,1,1,1,10,10,1,10,5,5,4,4,7,5,2001,2001,1,1,15,15,0,0,8,6,3,8,6,4,10,666,3,0,278,944,2,10,5,10,944,896,0,1840,1,0,2,1,3,1,8,6,10,0,0,8,4,2,622,6,6,2,0,45,0,0,0,0,0,0,0,0,6,2009,1,10,230000
1412,50,6,80,9600,1,1,1,10,10,1,10,5,5,4,3,6,8,1950,2005,1,1,15,15,0,0,6,8,2,6,6,4,6,120,3,0,736,856,2,10,5,10,1112,556,0,1668,0,0,1,1,3,1,6,6,8,0,0,8,2,1,271,6,6,2,0,0,0,0,0,0,0,5,0,0,9,2009,1,10,140000
1414,20,6,88,10994,1,1,2,10,10,2,10,5,5,4,0,8,5,2005,2006,1,1,15,15,3,366,8,6,3,8,8,4,10,976,3,0,868,1844,2,10,5,10,1844,0,0,1844,1,0,2,0,2,1,8,7,10,1,8,8,6,2,620,6,6,2,165,44,0,0,0,0,0,0,0,0,9,2009,3,0,257000
1415,50,6,64,13053,1,5,1,5,10,1,10,5,5,4,3,6,7,1923,2000,2,1,16,16,0,0,6,6,1,6,6,4,3,0,3,0,833,833,2,8,5,10,1053,795,0,1848,0,0,1,1,4,1,8,8,10,1,8,2,2,2,370,6,6,0,0,0,0,0,220,0,0,0,0,0,6,2008,1,10,207000
1416,120,6,51,3635,1,1,1,10,10,1,10,5,5,2,0,7,5,2007,2007,3,1,15,15,2,130,8,6,3,8,6,4,8,988,3,0,398,1386,2,10,5,10,1569,0,0,1569,0,1,2,0,1,1,8,7,10,1,6,8,4,3,660,6,6,2,143,20,0,0,0,0,0,0,0,0,5,2009,1,10,175900
1417,190,4,60,11340,1,1,1,10,10,1,10,5,5,5,4,4,6,1885,1950,1,1,15,1,0,0,6,6,3,6,6,4,3,0,3,0,777,777,2,8,5,10,1246,1044,0,2290,0,0,2,0,4,2,6,11,10,0,0,2,2,2,560,6,6,0,0,0,114,0,0,0,0,0,0,0,4,2010,1,10,122500
1418,60,6,0,16545,1,1,2,10,10,1,10,5,5,4,4,8,5,1998,1998,1,1,15,15,2,731,8,6,3,8,6,6,10,781,3,0,503,1284,2,10,5,10,1310,1140,0,2450,1,0,2,1,3,1,8,7,10,1,6,8,6,3,1069,6,6,2,0,126,0,0,0,0,0,0,0,0,5,2009,1,10,340000
1419,20,6,71,9204,1,1,1,10,10,1,10,5,5,4,0,5,5,1963,1963,1,1,7,7,0,0,6,6,2,6,6,4,6,25,4,872,247,1144,2,6,5,10,1144,0,0,1144,1,0,1,1,3,1,6,6,10,0,0,2,2,1,336,6,6,2,0,88,0,0,0,0,0,0,0,0,8,2008,3,10,124000
1420,20,6,0,16381,1,1,2,10,10,1,10,5,5,4,0,6,5,1969,1969,1,1,11,11,2,312,8,8,2,6,6,8,4,1110,3,0,734,1844,2,8,5,10,1844,0,0,1844,1,0,2,0,3,1,8,7,10,1,6,8,4,2,540,6,6,2,0,73,216,0,0,0,0,0,0,0,12,2006,1,10,223000
1421,60,6,90,11700,1,1,1,10,10,2,10,5,5,4,4,6,6,1968,1968,1,1,7,7,2,420,6,6,2,6,6,4,8,404,3,0,304,708,2,8,5,10,708,708,0,1416,0,0,2,1,3,1,6,7,10,1,6,8,4,2,776,6,6,2,0,169,0,0,119,0,0,0,0,0,5,2006,1,10,179900
1422,120,6,53,4043,1,1,1,10,10,1,10,5,5,2,0,6,5,1977,1977,1,1,11,11,0,0,6,6,2,8,6,4,8,360,3,0,709,1069,2,6,5,10,1069,0,0,1069,0,0,2,0,2,1,6,4,10,1,4,8,4,2,440,6,6,2,0,55,0,0,165,0,0,0,0,0,7,2010,1,10,127500
1423,120,4,37,4435,1,1,1,10,10,1,10,5,5,2,0,6,5,2003,2003,1,1,15,15,2,170,8,6,3,8,6,8,10,686,3,0,162,848,2,10,5,10,848,0,0,848,1,0,1,0,1,1,8,3,10,0,0,8,6,2,420,6,6,2,140,0,0,0,0,0,0,0,0,0,3,2008,1,10,136500
