Id,MSZon0ng,LotArea,Utilities,Condition1,Condition2,BldgType,HouseStyle,OverallCond,YearRemodAdd,BsmtCond,TotalBsmtSF,HeatingQC,Ce0tralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,GarageType,GarageCars,GarageCond,1avedDrive,Fence,MiscVal,MoSold,YrSold,SalePrice
2269,6,10960,10,5,5,4,0,5,1984,6,1284,6,10,1284,0,1284,2,3,6,5,10,8,2,6,2,0,0,4,2007,
2270,6,12090,10,5,5,4,4,7,2003,6,725,10,10,725,754,1479,2,3,8,6,10,8,2,6,2,0,0,3,2007,
2271,6,12299,10,5,5,4,0,6,1985,6,1529,6,10,1664,0,1664,2,3,8,7,10,8,2,6,2,0,0,9,2007,
2272,6,11339,10,10,5,4,4,5,1979,6,780,6,10,1085,845,1930,2,4,8,9,10,8,2,6,2,0,0,3,2007,
2273,6,11850,10,5,5,4,0,6,1984,6,1153,6,10,1177,0,1177,2,3,8,6,10,8,2,6,2,8,0,8,2007,
2274,6,10400,10,5,5,4,0,5,1999,6,1259,10,10,1353,0,1353,2,2,6,5,10,8,2,6,2,0,0,8,2007,
2275,6,13001,10,10,5,4,0,5,1971,6,1625,6,10,1220,0,1220,2,2,6,6,10,8,2,6,2,0,0,9,2007,
2276,6,8991,10,10,5,4,2,6,1976,6,1228,6,10,1324,0,1324,2,3,8,5,10,8,2,6,2,0,0,2,2007,
2277,6,8000,10,10,5,4,4,6,1974,6,1084,6,10,1084,793,1877,2,4,6,8,10,8,2,6,2,0,0,11,2007,
2278,6,9457,10,5,5,4,0,6,1990,6,925,6,10,1422,0,1422,1,3,6,7,8,2,2,6,2,6,0,9,2007,
2279,6,7920,10,5,5,4,0,5,2002,6,914,10,10,914,0,914,1,3,10,5,10,8,1,8,2,0,0,10,2007,
2280,6,17199,10,5,5,4,0,7,1961,6,914,10,10,914,0,914,1,2,6,4,10,5,1,6,2,6,0,7,2007,
2281,8,4113,10,5,5,2,0,5,2001,6,1337,10,10,1337,0,1337,2,2,8,5,10,8,2,6,2,0,0,7,2007,
2282,8,10943,10,5,5,2,0,5,1998,6,1405,10,10,1337,0,1337,2,2,8,5,10,8,2,6,2,0,0,10,2007,
2283,7,2205,10,5,5,2,4,6,1973,6,525,6,10,525,567,1092,1,3,6,6,10,2,1,6,2,0,0,2,2007,
2284,7,2058,10,5,5,2,4,5,1973,6,672,10,10,672,546,1218,1,4,10,7,10,2,1,6,2,0,0,12,2007,
2285,6,2304,10,5,5,2,0,7,1978,6,1061,6,10,1055,0,1055,2,2,6,4,10,8,1,6,2,0,0,4,2007,
2286,6,7150,10,5,5,4,0,6,1966,6,988,6,10,988,0,988,1,3,6,5,10,2,1,6,2,0,0,11,2007,
2287,6,12469,10,5,5,4,0,5,2007,6,1790,10,10,1816,0,1816,2,3,10,7,10,8,3,6,2,0,0,8,2007,
2288,6,11825,10,5,5,4,0,5,2007,6,1694,10,10,1694,0,1694,2,3,8,7,10,8,3,6,2,0,0,6,2007,
2289,6,14333,10,5,5,4,0,5,2007,6,2108,10,10,2122,0,2122,2,2,8,7,10,8,3,6,2,0,0,11,2007,
2290,6,13641,10,5,5,4,4,5,2007,6,1934,10,10,1943,713,2656,2,3,10,8,10,8,3,6,2,0,0,12,2007,
2291,6,13440,10,5,5,4,4,5,2007,6,1108,10,10,1148,1402,2550,2,4,10,11,10,5,3,6,2,0,0,3,2007,
2292,6,15431,10,5,5,4,0,5,2006,6,1994,10,10,2046,0,2046,2,2,10,7,10,8,3,6,2,0,0,8,2007,
2293,6,13891,10,5,5,4,0,5,2007,6,2552,10,10,2552,0,2552,2,3,10,8,10,8,3,6,2,0,0,10,2007,
2294,6,13654,10,5,5,4,4,5,2006,6,1704,10,10,1722,1036,2758,2,4,10,9,10,5,3,6,2,0,0,5,2007,
2295,6,17169,10,5,5,4,0,5,2007,6,2320,10,10,2290,0,2290,2,2,10,7,10,8,3,6,2,0,0,8,2007,
2296,6,16659,10,5,5,4,4,5,2008,6,1582,10,10,1582,570,2152,2,3,8,7,10,2,2,6,2,0,0,6,2007,
2297,6,9709,10,5,5,4,4,5,2007,6,918,10,10,958,1142,2100,2,3,10,8,10,5,3,6,2,0,0,9,2007,
2298,6,13615,10,5,5,4,0,5,2006,6,1802,10,10,1802,0,1802,2,3,10,7,10,8,3,6,2,0,0,6,2007,
2299,6,13069,10,5,5,4,4,5,2004,6,1706,10,10,1718,1238,2956,2,5,10,11,10,5,3,6,2,0,0,8,2007,
2300,6,14277,10,5,5,4,4,5,2003,6,1317,10,10,1217,1168,2385,2,3,8,7,10,8,3,6,2,0,0,1,2007,
2301,6,12568,10,5,5,4,4,5,2007,6,895,10,10,895,923,1818,2,3,10,8,10,8,3,6,2,0,0,8,2007,
2302,6,9926,10,5,5,4,0,5,2006,6,1614,10,10,1614,0,1614,2,3,8,7,10,8,3,6,2,0,0,5,2007,
2303,6,9254,10,5,5,4,0,5,2005,6,1721,10,10,1721,0,1721,2,3,8,7,10,8,2,6,2,0,0,1,2007,
2304,6,10732,10,5,5,4,4,5,2007,6,1298,10,10,1298,530,1828,2,3,8,7,10,5,3,6,2,0,0,2,2007,
2305,6,3901,10,5,5,2,0,5,2006,6,1302,10,10,1302,0,1302,1,1,8,5,10,8,2,6,2,0,0,8,2007,
2306,6,3903,10,5,5,2,0,5,2006,6,1302,10,10,1302,0,1302,1,1,8,5,10,8,2,6,2,0,0,5,2007,
2307,6,6289,10,5,5,2,0,5,2006,6,1362,10,10,1362,0,1362,2,2,8,6,10,8,2,6,2,0,0,6,2007,
2308,6,4590,10,5,5,2,0,5,2006,8,1554,10,10,1554,0,1554,2,2,8,6,10,8,2,6,2,0,0,5,2007,
2309,6,7841,10,5,5,2,0,5,2005,6,1577,10,10,1577,0,1577,2,2,10,6,10,8,2,6,2,0,0,5,2007,
2310,6,6240,10,5,5,2,0,5,2006,6,1324,10,10,1324,0,1324,2,2,8,6,10,8,2,6,2,0,0,9,2007,
2311,6,3242,10,5,5,2,0,5,2003,6,1405,10,10,1405,0,1405,2,2,8,6,10,8,2,6,2,0,0,3,2007,
2312,6,15810,10,0,5,4,4,5,2007,6,768,10,10,768,728,1496,3,3,8,7,10,8,2,6,2,0,0,5,2007,
2313,6,10237,10,0,5,4,4,5,2006,6,768,10,10,768,768,1536,2,3,8,6,10,8,2,6,2,0,0,6,2007,
2314,6,13204,10,0,5,4,4,5,2007,6,608,10,10,608,850,1458,2,3,8,6,10,5,2,6,2,0,0,5,2007,
2315,6,8857,10,5,5,4,4,5,2006,6,738,10,10,738,757,1495,2,3,8,7,10,8,2,6,2,0,0,3,2007,
2316,6,9729,10,5,5,4,4,5,2007,6,698,10,10,698,1048,1746,2,3,8,6,10,5,3,6,2,0,0,6,2007,
2317,6,12216,10,5,5,4,0,5,2005,6,1326,10,10,1326,0,1326,2,3,8,6,10,8,2,6,2,0,2000,6,2007,
2318,6,8229,10,5,5,4,4,5,2007,6,752,10,10,752,752,1504,2,3,8,6,10,8,2,6,2,0,0,12,2007,
2319,6,7713,10,5,5,4,4,5,2007,6,728,10,10,728,728,1456,2,3,8,7,10,8,2,6,2,0,0,7,2007,
2320,6,7697,10,5,5,4,0,6,2007,6,1246,10,10,1258,0,1258,2,3,8,6,10,8,2,6,2,0,0,8,2007,
2321,6,3621,10,5,5,2,0,5,2003,6,1406,10,10,1589,0,1589,2,2,8,7,10,8,3,6,2,0,0,11,2007,
2322,6,3710,10,5,5,4,0,5,2007,6,1266,10,10,1266,0,1266,2,2,8,6,10,8,2,6,2,0,0,8,2007,
2323,6,16219,10,5,5,4,2,5,2005,6,835,10,10,1119,0,1119,2,2,8,5,10,8,2,6,2,0,0,4,2007,
2324,6,11084,10,5,5,4,2,5,2004,6,384,10,10,744,630,1374,2,3,8,8,10,5,2,6,2,0,0,6,2007,
2325,6,10936,10,5,5,4,0,5,2006,6,1510,10,10,1525,0,1525,2,3,8,6,10,8,2,6,2,0,0,4,2007,
2326,6,11950,10,5,5,4,2,5,2003,6,384,10,10,754,640,1394,2,3,8,7,10,5,2,6,2,0,0,10,2007,
2327,6,7875,10,5,5,4,4,5,2003,6,847,10,10,847,1101,1948,2,4,8,8,10,5,2,6,2,0,0,7,2007,
2328,6,8740,10,5,5,4,4,5,2002,6,854,10,10,864,1131,1995,2,4,8,8,10,5,2,6,2,0,0,7,2007,
2329,6,9487,10,5,5,4,4,5,2000,6,915,10,10,940,750,1690,2,3,6,7,10,8,2,6,2,0,0,6,2007,
2330,6,9649,10,5,5,4,4,5,2000,6,941,10,10,961,683,1644,2,3,6,7,10,8,2,6,2,0,0,5,2007,
2331,6,12191,10,5,5,4,4,5,1998,6,1779,10,10,1779,772,2551,2,4,8,8,10,8,3,6,2,0,0,6,2007,
2332,6,10557,10,5,5,4,4,5,1998,6,1408,10,10,1671,1407,3078,2,4,8,9,10,8,3,6,2,0,0,7,2007,
2333,6,11002,10,5,5,4,4,5,1999,6,1389,10,10,1411,1171,2582,2,4,8,9,10,8,3,6,2,0,0,1,2007,
2334,6,10790,10,5,5,4,4,5,1998,6,1066,10,10,1108,1277,2385,2,4,8,8,10,5,3,6,2,0,0,5,2007,
2335,6,11762,10,5,5,4,4,5,1993,6,1105,10,10,1105,1097,2202,2,4,8,9,10,8,2,6,2,0,0,9,2007,
2336,6,9044,10,5,5,4,4,5,1997,6,1325,10,10,1335,1203,2538,2,4,8,8,10,8,3,6,2,0,0,5,2007,
2337,6,9910,10,9,5,4,0,6,2007,6,1369,10,10,1369,0,1369,2,3,8,5,10,8,2,6,2,0,0,9,2007,
2338,6,11830,10,9,5,4,0,5,2007,6,1542,10,10,1542,0,1542,2,3,8,6,10,8,3,6,2,0,0,7,2007,
2339,6,10612,10,5,5,4,0,5,2006,6,1524,8,10,1534,0,1534,2,3,8,7,10,8,2,6,2,0,0,1,2007,
2340,6,12291,10,5,5,4,0,5,2007,6,1966,10,10,1966,0,1966,2,1,10,6,10,8,3,6,2,0,0,10,2007,
2341,6,9965,10,9,5,4,0,5,2007,6,1528,10,10,1528,0,1528,3,3,8,6,10,8,2,6,2,0,0,9,2007,
2342,6,8847,10,5,5,4,0,5,2005,6,1538,10,10,1538,0,1538,2,3,8,7,10,8,2,6,2,0,0,12,2007,
2343,6,8251,10,5,5,4,0,5,2006,8,1494,10,10,1506,0,1506,2,3,8,7,10,8,2,6,2,0,0,4,2007,
2344,6,9605,10,5,5,4,4,5,2006,6,982,10,10,982,995,1977,2,3,8,7,10,8,3,6,2,0,0,7,2007,
2345,6,8778,10,5,5,4,4,5,2006,6,1302,10,10,1302,528,1830,2,3,8,7,10,5,3,6,2,0,0,3,2007,
2346,10,8640,10,5,5,4,0,5,2007,6,1338,10,10,1338,0,1338,2,3,8,6,10,8,2,6,2,0,0,11,2007,
2347,10,9000,10,5,5,4,0,5,2007,6,1335,10,10,1335,0,1335,2,3,8,6,10,8,2,6,2,0,0,6,2007,
2348,10,8640,10,5,5,4,4,5,2007,6,896,10,10,896,896,1792,2,3,8,8,10,8,2,6,2,0,0,11,2007,
2349,10,10411,10,5,5,4,4,5,2007,6,725,10,10,725,863,1588,3,3,8,8,10,8,2,6,2,0,0,7,2007,
2350,10,12217,10,5,5,4,4,5,2007,6,955,10,10,955,925,1880,2,3,10,8,10,8,3,6,2,0,0,12,2007,
2351,10,10440,10,5,5,4,0,5,2007,6,1574,10,10,1584,0,1584,2,2,10,6,10,8,2,6,2,0,0,5,2007,
2352,10,11824,10,5,5,4,0,5,2006,6,1685,10,10,1685,0,1685,2,2,8,5,10,8,3,6,2,0,0,4,2007,
2353,10,10625,10,5,5,4,4,5,2004,6,1158,10,10,1158,1285,2443,2,4,8,9,8,5,3,6,2,0,0,6,2007,
2354,6,7500,10,5,5,4,0,5,2007,6,1100,10,10,1100,0,1100,1,3,6,6,10,0,0,0,2,0,0,6,2007,
2355,6,7500,10,5,5,4,0,5,2006,8,1143,10,10,1143,0,1143,1,3,8,5,10,0,0,0,2,0,0,10,2007,
2356,6,12450,10,0,5,4,0,5,2004,6,1094,10,10,1094,0,1094,1,3,8,6,10,2,2,6,2,0,0,5,2007,
2357,6,7441,10,5,5,4,0,5,2006,6,1461,10,10,1486,0,1486,2,3,8,7,10,8,2,6,2,0,0,6,2007,
2358,6,11613,10,5,5,4,4,5,1997,6,864,10,10,920,900,1820,2,3,8,7,10,8,2,6,2,10,0,5,2007,
2359,6,8012,10,5,5,2,4,5,1980,6,630,10,10,630,636,1266,1,2,6,5,10,8,1,6,2,8,0,7,2007,
2360,6,6285,10,5,5,4,0,5,1977,6,894,6,10,894,0,894,1,2,6,5,10,2,1,6,2,0,0,3,2007,
2361,6,7476,10,5,5,4,0,7,1968,6,1040,6,10,1040,0,1040,1,3,6,5,10,2,2,6,2,0,0,6,2007,
2362,6,19522,10,5,5,4,4,5,1990,6,1223,8,10,1271,1232,2503,2,3,8,7,10,8,2,6,2,0,0,2,2007,
2363,6,10751,10,0,5,4,0,5,1974,6,1037,6,10,1037,0,1037,1,2,6,5,10,8,2,6,2,0,0,8,2007,
2364,6,12712,10,0,5,4,0,7,2006,6,1044,6,10,1055,0,1055,1,2,8,5,10,8,2,6,2,0,0,1,2007,
2365,10,4379,10,5,5,2,0,5,2004,6,1378,10,10,1378,0,1378,2,2,8,6,10,8,2,6,2,0,0,7,2007,
2366,10,3523,10,5,5,2,0,5,2007,6,1141,10,10,1151,0,1151,2,2,8,5,10,8,2,6,2,0,0,2,2007,
2367,10,3784,10,5,5,2,0,5,2007,6,1511,10,10,1565,0,1565,2,2,8,5,10,8,2,6,2,0,0,2,2007,
2368,10,3606,10,5,5,2,0,5,2007,8,1352,10,10,1352,0,1352,2,2,8,5,10,8,2,6,2,0,0,8,2007,
2369,10,5330,10,5,5,2,0,5,2007,6,1550,10,10,1550,0,1550,2,2,8,5,10,8,2,6,2,0,0,7,2007,
2370,10,2280,10,5,5,2,4,5,1999,6,744,8,10,757,744,1501,2,3,6,6,10,2,2,6,2,0,0,9,2007,
2371,10,2117,10,5,5,2,4,5,2000,6,756,10,10,769,804,1573,2,3,8,4,10,2,2,6,2,0,0,9,2007,
2372,10,7321,10,5,5,4,0,5,2000,6,1339,10,10,1358,0,1358,2,3,8,5,10,2,2,6,2,0,0,12,2007,
2373,10,8010,10,5,5,4,4,5,2004,6,1054,10,10,1072,976,2048,2,3,8,8,10,2,2,6,2,0,0,8,2007,
2374,10,8413,10,5,5,4,4,5,1998,6,1220,10,10,1220,1142,2362,2,3,8,8,10,8,2,6,2,0,0,6,2007,
2375,6,9466,10,5,5,2,0,5,1995,6,1494,10,10,1494,0,1494,1,1,8,5,10,8,2,6,2,0,0,5,2007,
2376,6,12000,10,5,5,4,0,6,1980,6,2002,10,10,2362,0,2362,2,3,8,8,10,8,2,6,2,0,0,3,2007,
2377,6,17778,10,5,5,4,0,5,1981,6,2461,8,10,2497,0,2497,2,2,8,7,10,8,2,6,2,0,0,3,2007,
2378,6,11700,10,0,5,4,0,6,1968,6,912,10,10,1152,0,1152,1,3,6,7,10,8,2,6,2,0,0,9,2007,
2379,6,8000,10,10,5,4,4,6,1970,6,1008,6,10,1403,1008,2411,2,4,6,8,10,8,2,6,2,0,0,6,2007,
2380,6,8723,10,10,5,4,2,6,1969,6,973,10,10,1082,0,1082,1,3,6,6,10,8,2,6,2,0,0,1,2007,
2381,6,11700,10,5,5,4,0,5,1968,6,1295,4,10,1295,0,1295,1,3,6,6,10,8,2,6,2,0,0,4,2007,
2382,6,11358,10,5,5,4,0,7,1987,6,1124,6,10,1610,0,1610,2,3,8,8,10,8,2,6,2,0,0,5,2007,
2383,6,9547,10,5,5,4,0,6,1993,6,1594,10,10,1594,0,1594,2,2,8,6,10,8,2,6,2,0,0,7,2007,
2384,6,10530,10,5,5,4,4,6,1993,6,1148,10,10,1091,984,2075,2,3,8,8,10,8,2,6,2,0,0,8,2007,
2385,6,10738,10,5,5,4,0,7,1966,6,1093,8,10,1093,0,1093,2,3,6,6,10,8,2,6,2,8,400,11,2007,
2386,6,10800,10,5,5,4,0,5,1963,6,1052,6,10,1052,0,1052,1,3,6,6,10,8,1,6,2,0,0,2,2007,
2387,6,8050,10,5,5,4,0,6,1993,6,949,6,10,1107,0,1107,1,3,8,5,10,8,1,6,2,0,0,3,2007,
2388,6,10899,10,5,5,3,0,5,1964,0,0,6,0,1224,0,1224,2,2,6,8,10,3,3,6,2,0,0,4,2007,
2389,6,7450,10,5,5,4,0,5,1956,6,894,8,10,1074,0,1074,1,2,8,6,8,2,2,6,2,6,0,1,2007,
2390,6,14357,10,5,5,4,0,5,1961,6,864,6,10,1187,0,1187,1,2,6,6,10,8,2,6,2,0,0,8,2007,
2391,6,8243,10,5,5,4,0,7,1961,6,964,10,10,964,0,964,1,3,6,5,10,2,2,6,2,10,0,2,2007,
2392,6,8680,10,5,5,4,0,7,1960,6,894,6,10,894,0,894,1,3,6,5,10,2,1,6,2,0,0,1,2007,
2393,6,8800,10,5,5,4,0,6,1966,6,1174,10,10,1200,0,1200,2,3,6,6,10,8,2,6,2,8,0,10,2007,
2394,6,9200,10,5,5,4,2,5,1965,6,1042,6,10,1042,0,1042,2,3,6,5,10,8,2,6,2,10,0,5,2007,
2395,6,8800,10,5,5,4,4,7,1997,6,845,10,10,845,1309,2154,2,5,6,8,10,8,2,6,2,8,0,7,2007,
2396,6,11382,10,5,5,4,0,5,1964,6,1130,6,10,1374,0,1374,1,3,6,7,10,8,1,6,2,8,0,8,2007,
2397,6,22002,10,5,5,4,0,7,1991,6,1592,8,10,1652,0,1652,1,3,8,6,10,8,2,6,2,0,0,7,2007,
2398,6,12172,10,5,5,4,1,7,1996,6,822,6,10,908,0,908,1,2,6,4,10,8,2,6,2,8,0,10,2007,
2399,6,5000,10,5,5,4,0,3,1950,4,666,4,0,666,0,666,1,2,8,4,10,0,0,0,0,8,0,4,2007,
2400,6,3500,10,9,5,4,3,5,1950,6,370,6,0,442,228,670,1,2,4,4,10,0,0,0,0,8,2000,7,2007,
2401,6,5175,10,0,9,4,0,8,2000,6,808,10,10,808,0,808,1,2,6,5,10,2,1,6,0,0,0,7,2007,
2402,6,9600,10,5,5,4,0,6,1955,6,1078,10,10,1150,0,1150,1,2,6,6,10,8,1,6,2,8,0,10,2007,
2403,6,8668,10,5,5,3,0,5,1968,6,1560,6,10,1560,0,1560,2,4,6,8,10,2,3,6,2,0,0,5,2007,
2404,6,10050,10,5,5,4,2,6,1966,6,793,10,10,1280,0,1280,2,3,6,6,10,5,2,6,2,0,0,6,2007,
2405,6,9600,10,5,5,4,2,5,1961,6,1218,6,10,1254,0,1254,1,3,6,6,10,8,2,6,2,0,0,5,2007,
2406,6,8760,10,5,5,4,0,7,1999,6,936,6,10,936,0,936,1,2,8,4,10,8,1,6,2,0,0,9,2007,
2407,6,6860,10,5,5,4,0,6,1956,6,1008,10,10,1008,0,1008,1,3,4,6,10,2,1,6,2,0,0,12,2007,
2408,6,8250,10,5,5,4,0,7,1963,6,1053,8,10,1053,0,1053,1,3,8,6,10,10,2,6,2,0,0,7,2007,
2409,6,9100,10,5,5,4,0,5,1960,6,1144,6,10,1144,0,1144,1,3,6,6,10,8,1,6,2,0,0,6,2007,
2410,6,9736,10,9,5,4,0,6,1969,6,1331,8,10,1721,0,1721,1,4,6,8,10,8,2,6,2,0,0,4,2007,
2411,6,9770,10,5,5,4,0,5,1957,6,922,6,10,922,0,922,1,2,6,5,10,8,1,6,2,6,0,4,2007,
2412,6,12198,10,5,5,4,0,6,1975,6,1204,6,10,1411,0,1411,1,3,6,7,10,8,1,6,2,0,0,6,2007,
2413,6,10050,10,5,5,4,0,5,1955,6,1216,6,10,1216,0,1216,1,3,6,5,10,8,1,6,2,0,0,8,2007,
2414,6,11556,10,5,5,4,0,9,2006,6,864,8,10,1154,0,1154,1,3,10,6,10,2,1,6,2,0,0,7,2007,
2415,6,8078,10,5,5,3,0,5,1958,6,1560,6,10,1560,0,1560,2,4,6,8,10,2,2,6,2,0,0,12,2007,
2416,6,10950,10,5,5,4,0,6,1952,6,948,6,10,948,0,948,1,2,6,5,10,2,2,6,0,0,0,4,2007,
2417,6,7942,10,5,5,4,0,7,1953,6,1040,6,10,1040,0,1040,1,3,6,6,10,8,1,6,2,8,0,6,2007,
2418,6,8540,10,5,5,4,0,8,2003,6,925,6,10,925,0,925,1,3,8,5,10,2,1,6,2,0,0,6,2007,
2419,6,7150,10,5,5,4,3,4,1955,6,1190,8,10,1040,500,1540,1,4,4,7,10,2,1,6,2,0,0,8,2007,
2420,6,8400,10,5,5,4,0,5,1955,6,923,6,10,925,0,925,1,3,6,5,10,8,1,6,2,6,0,3,2007,
2421,6,9532,10,5,5,4,0,6,1953,6,1105,8,10,1647,0,1647,1,3,6,6,8,8,1,6,2,10,0,2,2007,
2422,6,15783,10,10,5,4,0,5,1952,6,924,6,10,924,0,924,1,2,6,6,10,2,1,6,2,8,400,6,2007,
2423,6,14190,10,10,5,4,3,7,2006,6,925,8,10,1000,544,1544,2,3,6,7,10,0,0,0,0,0,0,4,2007,
2424,6,12099,10,5,5,4,3,6,2004,4,1216,10,10,1216,0,1728,1,3,6,7,10,8,1,6,2,6,0,6,2007,
2425,6,21281,10,5,5,4,4,4,2007,4,666,8,10,1308,1778,3086,3,4,8,9,8,5,3,6,2,0,0,11,2007,
2426,6,10284,10,5,5,4,3,7,1993,6,1151,10,10,845,436,1281,2,1,6,6,6,2,2,6,2,0,0,8,2007,
2427,6,10800,10,5,5,4,4,9,1999,6,736,10,10,751,783,1534,1,3,8,6,10,0,0,0,0,0,0,7,2007,
2428,6,10090,10,5,5,4,2,5,1999,6,725,6,10,1035,616,1651,2,4,6,6,10,5,1,6,2,8,0,10,2007,
2429,6,8700,10,5,5,4,0,7,1961,6,920,8,10,888,0,888,1,3,6,5,10,8,1,6,2,0,0,2,2007,
2430,6,8300,10,5,5,4,0,6,1968,6,952,8,10,952,0,952,1,3,6,5,10,8,1,6,2,0,0,8,2007,
2431,6,7200,10,5,5,4,0,3,1950,6,864,4,10,1238,0,1238,1,3,6,6,8,8,1,6,2,0,0,11,2007,
2432,6,7500,10,5,5,4,0,7,2003,6,1040,10,10,1040,0,1040,1,3,8,6,10,8,1,6,2,0,0,7,2007,
2433,6,7315,10,5,5,4,0,6,1958,6,1170,6,10,1170,0,1170,1,3,6,6,10,8,1,6,2,0,0,3,2007,
2434,6,7903,10,5,5,4,0,5,1960,6,1242,8,10,1242,0,1242,1,3,6,6,10,8,1,6,2,0,0,5,2007,
2435,6,8000,10,5,5,4,0,5,1960,6,1377,6,10,1377,0,1377,1,3,6,6,10,8,1,6,2,8,0,11,2007,
2436,6,7000,10,9,5,4,0,6,1961,0,0,8,10,925,0,925,1,3,6,7,10,8,1,6,2,0,0,7,2007,
2437,6,6600,10,10,5,4,0,5,1962,6,864,8,10,864,0,864,1,2,6,5,10,2,1,6,2,0,0,12,2007,
2438,6,6760,10,5,5,4,2,5,1962,6,896,6,10,936,0,936,1,3,6,6,10,8,1,6,2,0,0,10,2007,
2439,7,6978,10,10,5,4,0,7,1980,6,850,6,10,960,0,960,1,2,6,5,10,2,2,6,2,0,0,4,2007,
2440,7,6000,10,5,5,4,3,6,1950,6,845,6,10,866,430,1296,1,3,6,6,10,2,2,6,2,0,0,7,2007,
2441,7,4480,10,10,5,4,0,5,1950,4,1022,6,0,1022,0,1022,1,2,4,4,10,2,1,4,0,8,0,2,2007,
2442,7,3153,10,5,5,4,0,6,1990,6,967,8,10,967,0,967,1,2,6,5,10,2,1,6,0,0,0,7,2007,
2443,7,7200,10,5,5,4,0,8,1950,6,808,10,10,1072,0,1072,1,2,6,5,10,2,2,6,2,0,0,5,2007,
2444,7,9000,10,5,5,4,3,8,2006,4,680,10,10,680,494,1174,1,2,8,6,10,2,2,6,2,8,0,6,2007,
2445,7,5925,10,5,5,4,3,6,1950,6,570,8,0,761,380,1141,1,3,6,6,10,2,1,4,2,0,0,5,2007,
2446,7,9639,10,10,5,4,4,8,1950,6,1075,10,10,1156,642,1798,2,4,6,7,10,2,2,6,0,8,0,5,2007,
2447,7,10337,10,5,5,4,4,9,1999,6,725,10,0,909,863,1772,2,3,8,7,10,2,2,6,2,8,0,5,2007,
2448,7,9863,10,5,5,4,4,6,1950,6,728,6,10,914,728,1642,1,4,6,9,10,2,1,6,2,0,0,3,2007,
2449,7,4571,10,5,5,4,4,7,1950,6,616,10,10,616,616,1232,1,3,6,6,10,2,2,4,2,0,0,6,2007,
2450,7,8398,10,5,5,4,3,8,1990,8,926,6,10,991,659,1650,2,3,6,6,10,2,2,6,0,0,0,11,2007,
2451,7,3600,10,5,5,4,4,7,2005,4,687,8,10,687,671,1358,1,3,8,6,10,2,1,6,2,8,0,7,2007,
2452,7,13500,10,5,5,4,5,8,1987,6,819,6,10,1312,1142,2454,2,3,6,8,10,8,2,6,0,8,0,2,2007,
2453,7,8626,10,5,5,4,0,6,1956,0,0,8,10,968,0,968,1,2,6,5,10,8,1,6,2,0,0,5,2007,
2454,7,11800,10,5,5,4,2,7,2002,0,0,10,10,1382,0,1382,2,1,6,6,6,8,1,6,2,0,0,5,2007,
2455,6,6854,10,5,5,4,0,7,1994,6,756,6,0,916,144,1060,1,1,6,6,6,2,1,6,2,0,0,8,2007,
2456,7,8674,10,3,10,4,3,6,1950,6,910,6,10,910,525,1435,1,3,6,6,10,2,1,6,2,0,0,3,2007,
2457,7,6125,10,5,5,4,3,7,1998,6,728,10,10,728,546,1274,2,3,6,6,10,2,1,6,2,0,0,3,2007,
2458,7,6000,10,5,5,4,4,6,1950,6,600,10,10,608,624,1232,1,3,6,6,10,8,1,6,2,6,0,2,2007,
2459,7,6120,10,5,5,4,1,7,1950,6,884,10,10,884,0,884,1,2,6,5,10,2,1,6,2,8,0,7,2007,
2460,7,6240,10,5,5,4,3,5,1950,6,861,8,10,861,548,1409,1,3,6,6,10,2,2,6,2,0,0,3,2007,
2461,7,6240,10,5,5,4,3,8,1952,6,672,10,10,899,423,1322,1,4,6,7,10,2,1,6,2,8,0,7,2007,
2462,7,6240,10,5,5,4,3,7,1992,6,966,10,10,1014,412,1426,1,3,6,6,10,2,1,6,2,10,0,7,2007,
2463,7,6120,10,5,5,4,3,6,1950,6,756,8,10,903,378,1281,1,2,8,6,10,2,2,6,2,0,0,8,2007,
2464,7,7755,10,5,5,4,4,8,1995,6,1100,10,10,1100,1164,2264,2,4,6,8,10,2,1,6,2,8,0,5,2007,
2465,6,8850,10,5,5,4,3,7,1950,6,768,10,10,752,624,1376,1,3,8,7,10,2,2,6,1,0,0,2,2007,
2466,6,8550,10,0,5,4,3,5,1950,6,750,6,10,960,356,1316,1,4,6,7,10,2,2,6,2,0,0,10,2007,
2467,7,5700,10,9,5,4,4,6,1990,6,672,8,0,672,672,1344,1,3,8,6,10,8,2,6,2,10,0,9,2007,
2468,7,5680,10,5,5,4,3,4,1950,6,592,6,0,933,240,1173,2,3,6,7,10,2,1,4,2,8,0,9,2007,
2469,7,5680,10,5,5,4,3,3,1950,6,969,6,0,969,245,1214,1,2,6,6,10,2,1,6,0,8,0,9,2007,
2470,7,13200,10,5,5,4,2,6,1963,6,741,4,10,1497,797,2294,3,5,6,9,10,8,2,6,2,0,0,4,2007,
2471,7,9780,10,5,5,4,4,9,2005,6,976,10,10,976,976,1952,1,4,8,8,10,2,1,6,2,0,0,4,2007,
2472,7,10320,10,5,5,4,3,5,1950,4,1138,8,10,1138,1042,2180,1,3,6,7,10,2,2,6,0,0,0,5,2007,
2473,7,4330,10,5,5,5,3,6,1958,6,808,6,10,838,477,1315,2,3,6,5,10,2,2,6,2,0,0,2,2007,
